fold,model_type,train_start,train_end,test_start,test_end,train_rows,test_rows,purged_rows,mse,mae,rank_ic
1,lightgbm,2016-01-29,2018-12-31,2019-01-31,2019-03-29,13755,1249,413,0.07558885758092171,0.23701804556810366,0.030218170973959294
2,lightgbm,2016-04-29,2019-03-29,2019-04-30,2019-06-28,13896,1249,418,0.07465402961822183,0.23547717664287635,0.03123988779866174
3,lightgbm,2016-07-29,2019-06-28,2019-07-31,2019-09-30,14019,1260,416,0.07684909930786984,0.23941165475186396,-0.0393930126280442
4,lightgbm,2016-10-31,2019-09-30,2019-10-31,2019-12-31,14124,1279,422,0.07472515337807531,0.23572243584134459,0.004059068948164017
5,lightgbm,2017-01-31,2019-12-31,2020-01-31,2020-03-31,14238,1283,429,0.07751336539259007,0.2406502970111178,0.0674992704367431
6,lightgbm,2017-04-28,2020-03-31,2020-04-30,2020-06-30,14359,1297,424,0.07514974170287846,0.23663972323545152,0.04036538248320679
7,lightgbm,2017-07-31,2020-06-30,2020-07-31,2020-09-30,14463,1304,434,0.07510449226394957,0.23597300478254887,-0.02681657414704247
8,lightgbm,2017-10-31,2020-09-30,2020-10-30,2020-12-31,14573,1310,434,0.07650412525863255,0.2392626029177662,-0.009681525763985541
9,lightgbm,2018-01-31,2020-12-31,2021-01-29,2021-03-31,14676,1324,438,0.07609829013327553,0.23790916553325941,-0.012141334229398197
10,lightgbm,2018-04-30,2021-03-31,2021-04-30,2021-06-30,14783,1339,444,0.07672979623119779,0.23816458644287816,0.005798620757722466
11,lightgbm,2018-07-31,2021-06-30,2021-07-30,2021-09-30,14903,1343,447,0.07670063761672415,0.23896775434753886,0.017535450101401513
12,lightgbm,2018-10-31,2021-09-30,2021-10-29,2021-12-31,15024,1347,447,0.0790291145255311,0.2428889783055085,-0.08050654735028999
13,lightgbm,2019-01-31,2021-12-31,2022-01-31,2022-03-31,15134,1351,450,0.07882663215579952,0.24320332079445103,-0.016536087386986736
14,lightgbm,2019-04-30,2022-03-31,2022-04-29,2022-06-30,15235,1365,451,0.07702423141304332,0.23856866060842535,0.0046622078307100275
15,lightgbm,2019-07-31,2022-06-30,2022-07-29,2022-09-30,15345,1371,457,0.07662976596958877,0.2379823583443431,-0.02291052441894571
16,lightgbm,2019-10-31,2022-09-30,2022-10-31,2022-12-30,15456,1384,457,0.07797971722206168,0.24014378742402603,-0.011365606472576317
17,lightgbm,2020-01-31,2022-12-30,2023-01-31,2023-03-31,15555,1391,463,0.07730204809662192,0.2391373559614287,-0.03731109688223347
18,lightgbm,2020-04-30,2023-03-31,2023-04-28,2023-06-30,15661,1398,465,0.07781293441217862,0.24110642940611107,0.12458705874804187
19,lightgbm,2020-07-31,2023-06-30,2023-07-31,2023-09-29,15760,1398,467,0.07836568921008114,0.24132711538157933,-0.0005378964253495568
20,lightgbm,2020-10-30,2023-09-29,2023-10-31,2023-12-29,15856,1397,465,0.07674641027009861,0.23911229933261485,0.03719509218260676
