factor_name,horizon_days,rank_ic
accruals,1,0.008615655468383911
beta_to_spy,1,-0.0027986298781773286
book_to_market,1,-0.010905019159487545
debt_to_equity,1,0.024531240216887625
earnings_yield,1,-0.01592105265106737
free_cash_flow_yield,1,-0.008655097177077926
gross_margin,1,0.007886242792340107
max_drawdown_252d,1,-0.0076967245309965
momentum_12_1,1,0.028896681307403797
momentum_3m,1,-0.0016729605423617937
momentum_6m,1,0.017424009712666427
operating_margin,1,0.0036890766310355015
realized_vol_252d,1,0.005927887596044266
realized_vol_60d,1,0.0014834095801218006
roe,1,-0.027561020710243054
sales_yield,1,-0.012745980100942645
accruals,5,0.01553899103807958
beta_to_spy,5,-0.07285723132190443
book_to_market,5,-0.03187249351254244
debt_to_equity,5,0.006783288567319015
earnings_yield,5,-0.011320384307126667
free_cash_flow_yield,5,-0.005859475677708458
gross_margin,5,-0.022961567472351417
max_drawdown_252d,5,0.01933715467229646
momentum_12_1,5,0.04155562095595155
momentum_3m,5,0.02982017571519492
momentum_6m,5,0.037673083582793136
operating_margin,5,0.013856741091963587
realized_vol_252d,5,-0.04927446636929376
realized_vol_60d,5,-0.042761209590485315
roe,5,0.018859329826085583
sales_yield,5,-0.01655094577685399
accruals,21,-0.006583381263766577
beta_to_spy,21,-0.06393724083096913
book_to_market,21,-0.006323665665994258
debt_to_equity,21,-0.02627392121483905
earnings_yield,21,0.02712840988456419
free_cash_flow_yield,21,0.02980680227797677
gross_margin,21,-0.03583633889579957
max_drawdown_252d,21,0.029215259034307387
momentum_12_1,21,0.023638305381230903
momentum_3m,21,0.022457622860319205
momentum_6m,21,0.02683535121060249
operating_margin,21,0.037946428837799626
realized_vol_252d,21,-0.03815391636491111
realized_vol_60d,21,-0.03401447350368478
roe,21,0.04124019474395252
sales_yield,21,0.019438453019350713
accruals,63,0.0027161923436339946
beta_to_spy,63,-0.09660211153136672
book_to_market,63,0.009841870270200115
debt_to_equity,63,-0.028061354232737683
earnings_yield,63,0.037316525452639734
free_cash_flow_yield,63,0.03958634057368596
gross_margin,63,-0.04060075477047907
max_drawdown_252d,63,0.05074937316684195
momentum_12_1,63,0.01826987163210234
momentum_3m,63,0.02848079398161875
momentum_6m,63,0.038086168085239167
operating_margin,63,0.02667865668567277
realized_vol_252d,63,-0.0646465218997785
realized_vol_60d,63,-0.05047320922257604
roe,63,0.033781378582450415
sales_yield,63,0.037303288907704645
